iter	Passed	Remaining
318	21264	112057
319	21324	111954
320	21387	111870
321	21450	111782
322	21512	111693
323	21573	111597
324	21635	111503
325	21699	111426
326	21761	111335
327	21824	111251
328	21881	111138
329	21941	111039
330	22003	110947
331	22061	110839
332	22123	110751
333	22183	110652
334	22244	110558
335	22307	110474
336	22375	110416
337	22437	110330
338	22497	110233
339	22558	110137
340	22622	110062
341	22680	109953
342	22739	109851
343	22797	109743
344	22857	109649
345	22917	109551
346	22979	109467
347	23040	109374
348	23098	109271
349	23159	109182
350	23220	109089
351	23282	109005
352	23343	108914
353	23406	108833
354	23469	108752
355	23526	108642
356	23588	108562
357	23647	108462
358	23706	108364
359	23764	108261
360	23822	108158
361	23883	108068
362	23942	107973
363	24002	107880
364	24063	107790
365	24123	107700
366	24183	107606
367	24244	107521
368	24312	107461
369	24369	107358
370	24428	107262
371	24487	107165
372	24544	107061
373	24601	106955
374	24661	106867
375	24721	106776
376	24747	106537
377	24808	106455
378	24878	106408
379	24951	106373
380	25048	106438
381	25142	106491
382	25227	106507
383	25310	106513
384	25400	106549
385	25473	106514
386	25544	106468
387	25616	106427
388	25685	106372
389	25745	106280
390	25805	106190
391	25864	106097
392	25921	105996
393	25982	105908
394	26044	105828
395	26105	105739
396	26167	105656
397	26226	105565
398	26287	105477
399	26346	105384
400	26407	105299
401	26470	105222
402	26530	105134
403	26589	105041
404	26647	104943
405	26709	104863
406	26768	104773
407	26832	104698
408	26889	104600
409	26950	104514
410	27009	104424
411	27073	104349
412	27132	104259
413	27193	104177
414	27254	104093
415	27315	104007
416	27373	103915
417	27433	103828
418	27496	103753
419	27552	103651
420	27614	103569
421	27671	103474
422	27733	103393
423	27791	103300
424	27851	103214
425	27909	103122
426	27967	103029
427	28027	102941
428	28087	102857
429	28146	102767
430	28205	102677
431	28267	102599
432	28331	102529
433	28389	102439
434	28453	102366
435	28514	102287
436	28574	102201
437	28632	102107
438	28692	102023
439	28751	101937
440	28809	101845
441	28867	101754
442	28928	101673
443	28989	101592
444	29046	101500
445	29108	101421
446	29166	101331
447	29224	101242
448	29286	101167
449	29346	101084
450	29407	101003
451	29467	100921
452	29529	100842
453	29590	100762
454	29652	100689
455	29711	100603
456	29770	100517
457	29831	100438
458	29891	100354
459	29951	100272
460	30010	100186
461	30070	100103
462	30130	100022
463	30195	99957
464	30262	99900
465	30330	99844
466	30449	99954
467	30556	100026
468	30646	100041
469	30737	100061
470	30800	99986
471	30869	99934
472	30930	99854
473	30990	99771
474	31052	99694
475	31114	99619
476	31175	99537
477	31235	99458
478	31305	99407
479	31366	99327
480	31425	99240
481	31483	99153
482	31545	99076
483	31605	98995
484	31661	98902
485	31722	98824
486	31783	98744
487	31846	98670
488	31908	98595
489	31967	98512
490	32027	98431
491	32087	98350
492	32145	98261
493	32202	98172
494	32264	98095
495	32325	98020
496	32390	97953
497	32449	97869
498	32507	97784
499	32567	97703
500	32629	97628
501	32689	97548
502	32750	97469
503	32810	97391
504	32870	97310
505	32931	97233
506	32991	97153
507	33050	97069
508	33107	96979
509	33162	96886
510	33220	96801
511	33281	96725
512	33342	96646
513	33399	96560
514	33460	96482
515	33521	96405
516	33581	96327
517	33640	96245
518	33718	96219
519	33785	96157
520	33868	96145
521	33929	96067
522	33987	95984
523	34044	95896
524	34103	95814
525	34166	95745
526	34232	95680
527	34294	95608
528	34353	95526
529	34411	95443
530	34469	95360
531	34529	95281
532	34586	95195
533	34646	95116
534	34705	95033
535	34766	94959
536	34825	94879
537	34884	94796
538	34946	94724
539	35004	94641
540	35066	94568
541	35124	94485
542	35185	94411
543	35247	94339
544	35306	94257
545	35366	94182
546	35432	94120
547	35499	94061
548	35570	94012
549	35666	94031
550	35761	94044
551	35845	94028
552	35922	93997
553	35993	93947
554	36058	93882
555	36123	93816
556	36188	93753
557	36251	93682
558	36312	93607
559	36381	93552
560	36448	93492
561	36517	93437
562	36587	93386
563	36650	93315
564	36705	93225
565	36763	93143
566	36822	93063
567	36883	92988
568	36941	92906
569	37000	92825
570	37060	92748
571	37121	92673
572	37186	92609
573	37249	92540
574	37308	92460
575	37367	92379
576	37425	92300
577	37487	92226
578	37547	92150
579	37606	92069
580	37666	91994
581	37730	91927
582	37788	91846
583	37847	91767
584	37906	91688
585	37966	91612
586	38025	91533
587	38084	91453
588	38145	91381
589	38208	91311
590	38267	91234
591	38328	91160
592	38392	91093
593	38452	91017
594	38513	90942
595	38569	90859
596	38631	90787
597	38692	90713
598	38750	90633
599	38809	90555
600	38868	90476
601	38925	90394
602	38984	90317
603	39045	90243
604	39104	90166
605	39166	90094
606	39228	90025
607	39288	89949
608	39351	89882
609	39410	89804
610	39468	89723
611	39528	89648
612	39586	89570
613	39645	89493
614	39705	89417
615	39764	89341
616	39824	89265
617	39883	89188
618	39941	89109
619	39999	89031
620	40058	88955
621	40116	88875
622	40179	88807
623	40242	88738
624	40301	88663
625	40364	88595
626	40424	88521
627	40487	88452
628	40549	88384
629	40611	88314
630	40671	88240
631	40730	88164
632	40794	88097
633	40858	88031
634	40926	87975
635	40998	87927
636	41094	87931
637	41177	87905
638	41257	87874
639	41336	87840
640	41418	87811
641	41491	87764
642	41561	87711
643	41630	87656
644	41689	87579
645	41753	87513
646	41812	87438
647	41871	87360
648	41928	87280
649	41989	87209
650	42047	87130
651	42107	87056
652	42168	86983
653	42226	86906
654	42285	86829
655	42344	86754
656	42405	86683
657	42460	86599
658	42520	86524
659	42581	86452
660	42643	86383
661	42707	86318
662	42765	86241
663	42823	86163
664	42882	86088
665	42941	86011
666	43000	85936
667	43062	85866
668	43128	85806
669	43187	85730
670	43249	85660
671	43310	85589
672	43367	85511
673	43428	85439
674	43489	85368
675	43553	85303
676	43617	85238
677	43676	85163
678	43736	85089
679	43795	85015
680	43854	84940
681	43911	84861
682	43971	84788
683	44034	84721
684	44094	84647
685	44154	84575
686	44217	84509
687	44275	84432
688	44336	84362
689	44400	84296
690	44463	84228
691	44523	84157
692	44584	84086
693	44640	84006
694	44703	83940
695	44763	83866
696	44822	83793
697	44878	83713
698	44940	83645
699	45002	83575
700	45061	83501
701	45122	83432
702	45184	83362
703	45241	83285
704	45306	83222
705	45369	83156
706	45433	83091
707	45493	83019
708	45552	82945
709	45613	82874
710	45675	82807
711	45734	82732
712	45795	82662
713	45852	82586
714	45911	82511
715	45972	82441
716	46030	82366
717	46090	82295
718	46156	82234
719	46224	82176
720	46294	82122
721	46361	82063
722	46467	82072
723	46554	82049
724	46635	82013
725	46717	81980
726	46789	81929
727	46850	81859
728	46910	81787
729	46974	81722
730	47035	81651
731	47095	81581
732	47157	81512
733	47221	81446
734	47279	81371
735	47336	81295
736	47407	81242
737	47479	81191
738	47545	81129
739	47611	81067
740	47673	80999
741	47732	80926
742	47792	80854
743	47851	80781
744	47906	80702
745	47967	80631
746	48029	80564
747	48092	80497
748	48152	80425
749	48208	80347
750	48268	80276
751	48333	80212
752	48395	80145
753	48457	80076
754	48513	79999
755	48570	79922
756	48627	79846
757	48689	79778
758	48754	79715
759	48815	79646
760	48876	79576
761	48932	79500
762	48992	79428
763	49051	79356
764	49120	79299
765	49183	79233
766	49246	79166
767	49305	79093
768	49364	79021
769	49425	78952
770	49487	78884
771	49547	78813
772	49605	78740
773	49664	78667
774	49721	78591
775	49780	78519
776	49841	78449
777	49900	78378
778	49969	78321
779	50030	78253
780	50090	78182
781	50146	78106
782	50207	78036
783	50266	77965
784	50326	77893
785	50390	77829
786	50449	77757
787	50508	77684
788	50569	77616
789	50625	77540
790	50686	77471
791	50746	77400
792	50805	77328
793	50861	77252
794	50919	77179
795	50979	77109
796	51045	77047
797	51107	76981
798	51162	76903
799	51224	76836
800	51284	76765
801	51344	76696
802	51403	76624
803	51469	76564
804	51537	76505
805	51608	76452
806	51700	76430
807	51794	76409
808	51876	76372
809	51954	76328
810	52037	76291
811	52102	76228
812	52166	76164
813	52226	76094
814	52289	76028
815	52360	75974
816	52430	75918
817	52504	75868
818	52576	75815
819	52638	75748
820	52701	75682
821	52758	75607
822	52817	75536
823	52876	75464
824	52935	75393
825	53000	75329
826	53063	75264
827	53120	75190
828	53180	75119
829	53240	75049
830	53298	74977
831	53357	74905
832	53419	74837
833	53478	74767
834	53537	74696
835	53595	74623
836	53657	74556
837	53718	74488
838	53779	74419
839	53840	74350
840	53896	74275
841	53957	74206
842	54015	74135
843	54079	74071
844	54139	74001
845	54197	73929
846	54257	73859
847	54315	73787
848	54375	73717
849	54436	73649
850	54493	73576
851	54548	73500
852	54608	73430
853	54669	73361
854	54728	73291
855	54788	73221
856	54846	73150
857	54907	73081
858	54969	73015
859	55034	72952
860	55097	72887
861	55156	72816
862	55214	72744
863	55275	72677
864	55335	72607
865	55395	72539
866	55456	72470
867	55517	72402
868	55574	72330
869	55636	72264
870	55700	72199
871	55762	72132
872	55821	72062
873	55880	71992
874	55943	71926
875	56003	71857
876	56065	71791
877	56123	71720
878	56183	71651
879	56243	71582
880	56303	71513
881	56364	71445
882	56423	71376
883	56480	71303
884	56542	71236
885	56599	71164
886	56661	71098
887	56718	71025
888	56780	70959
889	56846	70898
890	56916	70841
891	56981	70779
892	57079	70758
893	57177	70736
894	57257	70692
895	57336	70647
896	57419	70606
897	57481	70539
898	57546	70476
899	57607	70408
900	57666	70338
901	57727	70271
902	57787	70203
903	57848	70134
904	57908	70066
905	57978	70009
906	58041	69944
907	58102	69876
908	58159	69804
909	58221	69737
910	58285	69673
911	58354	69615
912	58425	69560
913	58493	69501
914	58556	69436
915	58619	69370
916	58681	69304
917	58741	69235
918	58801	69166
919	58860	69097
920	58923	69031
921	58985	68965
922	59050	68902
923	59110	68833
924	59168	68763
925	59230	68696
926	59287	68624
927	59345	68553
928	59404	68484
929	59463	68414
930	59530	68354
931	59593	68289
932	59653	68220
933	59714	68153
934	59775	68086
935	59835	68018
936	59894	67948
937	59954	67880
938	60020	67818
939	60080	67750
940	60138	67680
941	60201	67614
942	60260	67544
943	60320	67477
944	60380	67408
945	60443	67344
946	60502	67274
947	60564	67209
948	60623	67139
949	60687	67075
950	60745	67005
951	60808	66940
952	60867	66871
953	60928	66804
954	60994	66742
955	61054	66674
956	61115	66607
957	61173	66537
958	61237	66473
959	61300	66409
960	61360	66340
961	61417	66269
962	61478	66202
963	61538	66134
964	61596	66064
965	61654	65994
966	61716	65929
967	61773	65857
968	61831	65787
969	61889	65717
970	61949	65650
971	62013	65586
972	62071	65516
973	62134	65452
974	62201	65391
975	62267	65329
976	62336	65271
977	62437	65246
978	62530	65212
979	62610	65166
980	62692	65121
981	62768	65069
982	62828	65001
983	62891	64937
984	62953	64870
985	63016	64805
986	63076	64737
987	63135	64668
988	63193	64599
989	63251	64529
990	63321	64471
991	63388	64410
992	63460	64355
993	63529	64296
994	63586	64225
995	63644	64156
996	63705	64089
997	63765	64020
998	63824	63952
999	63887	63887
1000	63951	63823
1001	64014	63759
1002	64074	63690
1003	64133	63622
1004	64198	63559
1005	64257	63491
1006	64320	63426
1007	64378	63356
1008	64436	63287
1009	64495	63218
1010	64557	63152
1011	64617	63085
1012	64677	63017
1013	64740	62952
1014	64799	62884
1015	64859	62816
1016	64918	62748
1017	64984	62686
1018	65044	62619
1019	65101	62548
1020	65165	62484
1021	65224	62416
1022	65286	62351
1023	65351	62288
1024	65409	62219
1025	65469	62151
1026	65530	62085
1027	65591	62018
1028	65651	61951
1029	65710	61882
1030	65769	61814
1031	65829	61746
1032	65890	61680
1033	65951	61614
1034	66008	61544
1035	66066	61474
1036	66127	61408
1037	66186	61340
1038	66245	61272
1039	66304	61204
1040	66363	61136
1041	66420	61066
1042	66482	61000
1043	66543	60934
1044	66603	60866
1045	66665	60802
1046	66726	60735
1047	66781	60664
1048	66846	60601
1049	66905	60533
1050	66964	60465
1051	67017	60392
1052	67081	60328
1053	67138	60259
1054	67196	60189
1055	67254	60121
1056	67316	60056
1057	67375	59988
1058	67441	59926
1059	67509	59867
1060	67575	59804
1061	67642	59744
1062	67749	59719
1063	67838	59677
1064	67919	59628
1065	68002	59581
1066	68146	59587
1067	68213	59527
1068	68275	59461
1069	68336	59395
1070	68397	59328
1071	68456	59261
1072	68515	59192
1073	68576	59126
1074	68637	59060
1075	68695	58991
1076	68756	58924
1077	68814	58856
1078	68879	58793
1079	68942	58729
1080	69003	58662
1081	69061	58593
1082	69122	58527
1083	69182	58460
1084	69251	58401
1085	69322	58342
1086	69391	58283
1087	69461	58225
1088	69520	58157
1089	69579	58089
1090	69643	58025
1091	69705	57959
1092	69765	57893
1093	69828	57828
1094	69890	57763
1095	69952	57698
1096	70013	57631
1097	70070	57562
1098	70131	57496
1099	70188	57427
1100	70248	57359
1101	70309	57293
1102	70366	57225
1103	70426	57157
1104	70486	57091
1105	70550	57027
1106	70609	56959
1107	70671	56894
1108	70731	56827
1109	70791	56760
1110	70851	56694
1111	70914	56629
1112	70978	56565
1113	71041	56501
1114	71102	56435
1115	71164	56370
1116	71225	56304
1117	71285	56238
1118	71344	56170
1119	71404	56103
1120	71462	56035
1121	71522	55968
1122	71579	55899
1123	71640	55833
1124	71700	55766
1125	71759	55699
1126	71819	55633
1127	71885	55570
1128	71947	55505
1129	72003	55436
1130	72065	55371
1131	72129	55307
1132	72188	55240
1133	72251	55175
1134	72309	55107
1135	72371	55042
1136	72433	54978
1137	72491	54909
1138	72552	54844
1139	72614	54779
1140	72677	54715
1141	72736	54648
1142	72803	54586
1143	72873	54528
1144	72937	54464
1145	73003	54402
1146	73101	54363
1147	73197	54324
1148	73286	54279
1149	73370	54230
1150	73442	54172
1151	73502	54106
1152	73565	54041
1153	73626	53975
1154	73686	53909
1155	73748	53843
1156	73814	53781
1157	73879	53718
1158	73937	53651
1159	73997	53584
1160	74057	53517
1161	74117	53451
1162	74176	53384
1163	74240	53320
1164	74309	53260
1165	74379	53200
1166	74447	53140
1167	74506	53073
1168	74565	53006
1169	74625	52939
1170	74685	52872
1171	74745	52806
1172	74805	52740
1173	74867	52675
1174	74926	52607
1175	74987	52542
1176	75049	52477
1177	75111	52411
1178	75173	52347
1179	75232	52280
1180	75289	52211
1181	75352	52147
1182	75413	52081
1183	75472	52014
1184	75533	51948
1185	75594	51883
1186	75653	51816
1187	75715	51752
1188	75777	51686
1189	75845	51626
1190	75907	51561
1191	75963	51492
1192	76024	51426
1193	76088	51362
1194	76144	51294
1195	76204	51227
1196	76261	51159
1197	76323	51094
1198	76387	51031
1199	76446	50964
1200	76506	50897
1201	76562	50829
1202	76624	50764
1203	76683	50697
1204	76744	50631
1205	76804	50565
1206	76862	50498
1207	76924	50433
1208	76982	50366
1209	77039	50298
1210	77100	50232
1211	77159	50166
1212	77220	50101
1213	77280	50035
1214	77341	49969
1215	77399	49902
1216	77464	49839
1217	77527	49775
1218	77588	49710
1219	77648	49644
1220	77710	49579
1221	77768	49512
1222	77831	49448
1223	77890	49381
1224	77946	49312
1225	78008	49248
1226	78067	49181
1227	78129	49117
1228	78188	49050
1229	78254	48988
1230	78316	48924
1231	78388	48865
1232	78491	48826
1233	78587	48783
1234	78671	48731
1235	78753	48679
1236	78828	48622
1237	78891	48558
1238	78950	48491
1239	79010	48425
1240	79074	48362
1241	79137	48298
1242	79198	48232
1243	79258	48166
1244	79316	48099
1245	79377	48034
1246	79436	47967
1247	79491	47898
1248	79551	47832
1249	79609	47765
1250	79672	47701
1251	79735	47637
1252	79797	47572
1253	79858	47507
1254	79919	47442
1255	79978	47375
1256	80040	47311
1257	80106	47248
1258	80166	47183
1259	80225	47116
1260	80290	47053
1261	80359	46993
1262	80431	46934
1263	80499	46872
1264	80558	46806
1265	80619	46741
1266	80675	46673
1267	80754	46618
1268	80816	46553
1269	80881	46490
1270	80938	46423
1271	80995	46356
1272	81059	46292
1273	81119	46226
1274	81180	46161
1275	81237	46093
1276	81300	46030
1277	81360	45963
1278	81421	45898
1279	81480	45832
1280	81539	45766
1281	81600	45701
1282	81663	45637
1283	81720	45570
1284	81782	45505
1285	81846	45442
1286	81911	45378
1287	81970	45312
1288	82028	45246
1289	82087	45180
1290	82145	45112
1291	82204	45047
1292	82262	44980
1293	82325	44916
1294	82381	44848
1295	82437	44780
1296	82501	44717
1297	82560	44651
1298	82620	44585
1299	82680	44520
1300	82739	44454
1301	82802	44390
1302	82864	44325
1303	82923	44259
1304	82982	44193
1305	83040	44127
1306	83103	44063
1307	83168	44000
1308	83224	43933
1309	83287	43868
1310	83343	43801
1311	83401	43735
1312	83460	43668
1313	83518	43602
1314	83587	43541
1315	83655	43480
1316	83726	43420
1317	83815	43370
1318	83916	43326
1319	84001	43273
1320	84076	43215
1321	84152	43158
1322	84217	43095
1323	84281	43032
1324	84344	42967
1325	84406	42903
1326	84466	42838
1327	84535	42777
1328	84606	42717
1329	84673	42655
1330	84736	42591
1331	84806	42530
1332	84866	42464
1333	84925	42398
1334	84983	42332
1335	85042	42266
1336	85102	42201
1337	85162	42135
1338	85220	42069
1339	85285	42006
1340	85357	41946
1341	85428	41886
1342	85495	41824
1343	85558	41760
1344	85619	41695
1345	85681	41631
1346	85736	41563
1347	85798	41498
1348	85862	41435
1349	85925	41371
1350	85987	41307
1351	86049	41242
1352	86106	41175
1353	86165	41110
1354	86224	41044
1355	86284	40978
1356	86344	40913
1357	86405	40848
1358	86468	40784
1359	86525	40718
1360	86589	40654
1361	86650	40589
1362	86711	40524
1363	86769	40458
1364	86832	40394
1365	86893	40329
1366	86952	40264
1367	87013	40199
1368	87073	40133
1369	87130	40067
1370	87190	40002
1371	87252	39937
1372	87315	39873
1373	87375	39808
1374	87435	39743
1375	87496	39678
1376	87556	39613
1377	87618	39548
1378	87675	39482
1379	87735	39417
1380	87800	39354
1381	87864	39290
1382	87922	39225
1383	87981	39159
1384	88041	39094
1385	88100	39028
1386	88160	38963
1387	88219	38897
1388	88282	38834
1389	88344	38769
1390	88407	38705
1391	88469	38641
1392	88529	38576
1393	88592	38512
1394	88654	38448
1395	88712	38382
1396	88772	38317
1397	88835	38253
1398	88896	38189
1399	88963	38127
1400	89035	38067
1401	89103	38005
1402	89195	37954
1403	89294	37905
1404	89378	37850
1405	89451	37791
1406	89529	37733
1407	89589	37668
1408	89652	37604
1409	89710	37538
1410	89775	37475
1411	89836	37410
1412	89895	37345
1413	89954	37279
1414	90012	37213
1415	90072	37148
1416	90132	37083
1417	90191	37017
1418	90251	36952
1419	90312	36888
1420	90373	36823
1421	90434	36759
1422	90494	36693
1423	90553	36628
1424	90615	36564
1425	90672	36497
1426	90736	36434
1427	90803	36372
1428	90866	36308
1429	90926	36243
1430	90991	36180
1431	91052	36115
1432	91113	36051
1433	91178	35987
1434	91237	35922
1435	91303	35860
1436	91375	35799
1437	91446	35739
1438	91517	35678
1439	91582	35615
1440	91647	35552
1441	91707	35487
1442	91768	35422
1443	91833	35359
1444	91891	35294
1445	91955	35230
1446	92016	35166
1447	92080	35102
1448	92143	35038
1449	92200	34972
1450	92261	34907
1451	92326	34844
1452	92385	34779
1453	92446	34715
1454	92506	34650
1455	92565	34585
1456	92628	34521
1457	92687	34455
1458	92752	34392
1459	92814	34328
1460	92874	34263
1461	92937	34199
1462	92994	34133
1463	93054	34068
1464	93113	34004
1465	93175	33939
1466	93230	33873
1467	93294	33809
1468	93357	33746
1469	93418	33681
1470	93479	33616
1471	93542	33553
1472	93605	33489
1473	93664	33424
1474	93723	33359
1475	93790	33296
1476	93852	33232
1477	93916	33169
1478	93976	33104
1479	94037	33040
1480	94094	32974
1481	94155	32910
1482	94216	32845
1483	94277	32781
1484	94343	32718
1485	94415	32657
1486	94483	32595
1487	94579	32543
1488	94681	32493
1489	94771	32438
1490	94857	32382
1491	94929	32321
1492	94990	32257
1493	95054	32193
1494	95117	32130
1495	95179	32065
1496	95245	32002
1497	95304	31937
1498	95366	31873
1499	95424	31808
1500	95486	31744
1501	95544	31678
1502	95602	31612
1503	95663	31548
1504	95726	31484
1505	95788	31420
1506	95847	31355
1507	95905	31290
1508	95966	31225
1509	96027	31161
1510	96087	31096
1511	96147	31031
1512	96207	30966
1513	96268	30902
1514	96333	30839
1515	96407	30779
1516	96479	30718
1517	96554	30658
1518	96616	30594
1519	96677	30529
1520	96742	30466
1521	96809	30403
1522	96870	30339
1523	96933	30275
1524	96992	30210
1525	97055	30147
1526	97117	30082
1527	97177	30018
1528	97237	29953
1529	97303	29890
1530	97363	29825
1531	97423	29761
1532	97485	29697
1533	97543	29631
1534	97605	29567
1535	97666	29503
1536	97731	29440
1537	97790	29375
1538	97852	29311
1539	97911	29246
1540	97968	29180
1541	98024	29114
1542	98085	29050
1543	98146	28986
1544	98203	28920
1545	98262	28855
1546	98321	28790
1547	98382	28726
1548	98444	28662
1549	98502	28597
1550	98561	28532
1551	98619	28467
1552	98678	28402
1553	98740	28338
1554	98803	28274
1555	98862	28209
1556	98918	28144
1557	98976	28079
1558	99038	28015
1559	99100	27951
1560	99158	27886
1561	99217	27821
1562	99278	27757
1563	99342	27693
1564	99401	27629
1565	99464	27565
1566	99528	27502
1567	99588	27437
1568	99647	27372
1569	99716	27310
1570	99785	27248
1571	99855	27187
1572	99952	27132
1573	100053	27079
1574	100140	27022
1575	100220	26962
1576	100293	26901
1577	100356	26838
1578	100418	26773
1579	100474	26708
1580	100533	26643
1581	100596	26579
1582	100659	26515
1583	100724	26452
1584	100787	26389
1585	100846	26324
1586	100905	26259
1587	100963	26194
1588	101026	26130
1589	101083	26065
1590	101143	26001
1591	101203	25936
1592	101262	25871
1593	101320	25806
1594	101383	25743
1595	101444	25679
1596	101501	25613
1597	101562	25549
1598	101622	25485
1599	101683	25420
1600	101750	25358
1601	101810	25293
1602	101874	25230
1603	101938	25166
1604	101998	25102
1605	102059	25038
1606	102116	24973
1607	102179	24909
1608	102238	24844
1609	102299	24780
1610	102371	24719
1611	102442	24657
1612	102513	24595
1613	102584	24533
1614	102646	24469
1615	102715	24407
1616	102778	24344
1617	102841	24280
1618	102902	24215
1619	102960	24151
1620	103020	24086
1621	103080	24022
1622	103138	23957
1623	103197	23892
1624	103254	23827
1625	103311	23762
1626	103371	23698
1627	103428	23633
1628	103486	23568
1629	103544	23503
1630	103603	23439
1631	103665	23375
1632	103727	23311
1633	103788	23247
1634	103849	23183
1635	103912	23119
1636	103974	23056
1637	104033	22991
1638	104098	22928
1639	104156	22863
1640	104216	22799
1641	104286	22737
1642	104348	22673
1643	104409	22609
1644	104467	22544
1645	104526	22480
1646	104586	22415
1647	104647	22351
1648	104714	22289
1649	104772	22224
1650	104831	22160
1651	104891	22095
1652	104952	22031
1653	105014	21967
1654	105081	21905
1655	105151	21842
1656	105218	21780
1657	105317	21724
1658	105415	21667
1659	105499	21608
1660	105577	21547
1661	105656	21487
1662	105723	21424
1663	105788	21361
1664	105848	21296
