iter	RMSE
1667	27.60887652
1668	27.60886615
1669	27.60884285
1670	27.60882685
1671	27.60880332
1672	27.60878491
1673	27.60875662
1674	27.60874114
1675	27.60872653
1676	27.60868463
1677	27.60866245
1678	27.60864143
1679	27.60861893
1680	27.60859904
1681	27.6085817
1682	27.60856117
1683	27.60854671
1684	27.60852964
1685	27.60851
1686	27.60849508
1687	27.6084823
1688	27.60846513
1689	27.608445
1690	27.60843335
1691	27.60838709
1692	27.60837044
1693	27.60834146
1694	27.60832697
1695	27.60829864
1696	27.60825493
1697	27.60822452
1698	27.60820373
1699	27.60818045
1700	27.60816573
1701	27.60814082
1702	27.60811641
1703	27.60808952
1704	27.60806707
1705	27.60805297
1706	27.60803369
1707	27.60800532
1708	27.60798472
1709	27.60796182
1710	27.60793899
1711	27.60790369
1712	27.60788836
1713	27.60787203
1714	27.60785233
1715	27.60782316
1716	27.60781575
1717	27.60780394
1718	27.60778842
1719	27.60777008
1720	27.60774245
1721	27.60772166
1722	27.60767614
1723	27.60765569
1724	27.6076492
1725	27.60763524
1726	27.60762396
1727	27.60760606
1728	27.60757808
1729	27.60755288
1730	27.60754003
1731	27.60752397
1732	27.60751264
1733	27.60750438
1734	27.60747198
1735	27.60746237
1736	27.6074193
1737	27.60739715
1738	27.60737822
1739	27.6073663
1740	27.60735921
1741	27.60734491
1742	27.60733038
1743	27.60732284
1744	27.60729936
1745	27.60726526
1746	27.60724698
1747	27.60723647
1748	27.60722664
1749	27.60721294
1750	27.60720153
1751	27.60718583
1752	27.60715699
1753	27.6071382
1754	27.60709513
1755	27.60707464
1756	27.60705625
1757	27.60704087
1758	27.60702406
1759	27.60701361
1760	27.60699223
1761	27.60695457
1762	27.60693859
1763	27.60691621
1764	27.60689378
1765	27.60687816
1766	27.60685697
1767	27.60681951
1768	27.60680303
1769	27.60677463
1770	27.60676128
1771	27.60674005
1772	27.60672403
1773	27.60669337
1774	27.6066842
1775	27.6066575
1776	27.60664256
1777	27.60663053
1778	27.60660864
1779	27.60659497
1780	27.6065825
1781	27.60654436
1782	27.60650965
1783	27.60649209
1784	27.60647128
1785	27.60645814
1786	27.60644144
1787	27.60643355
1788	27.60641559
1789	27.60640056
1790	27.60638975
1791	27.60636634
1792	27.6063572
1793	27.6063485
1794	27.60633375
1795	27.60630685
1796	27.60628823
1797	27.60625735
1798	27.6062474
1799	27.60622459
1800	27.60619279
1801	27.60617484
1802	27.60616399
1803	27.60614608
1804	27.60613242
1805	27.606125
1806	27.60607274
1807	27.60606556
1808	27.60604499
1809	27.60603285
1810	27.60600566
1811	27.60598801
1812	27.60596364
1813	27.60595509
1814	27.60594128
1815	27.60592688
1816	27.60591908
1817	27.60590472
1818	27.60588632
1819	27.60586177
1820	27.60584885
1821	27.60583561
1822	27.60581137
1823	27.6057955
1824	27.60576673
1825	27.60575209
1826	27.60571879
1827	27.60570562
1828	27.60569074
1829	27.60567844
1830	27.60565795
1831	27.6056457
1832	27.60563289
1833	27.60561938
1834	27.60559916
1835	27.60557908
1836	27.60556763
1837	27.60556001
1838	27.60554819
1839	27.6055326
1840	27.60551107
1841	27.60550387
1842	27.60546279
1843	27.60545053
1844	27.60541994
1845	27.60538391
1846	27.60536094
1847	27.60535102
1848	27.60534273
1849	27.60531167
1850	27.60530201
1851	27.60526377
1852	27.60525877
1853	27.60524369
1854	27.60523268
1855	27.60520953
1856	27.60519332
1857	27.60517385
1858	27.60516217
1859	27.60514431
1860	27.60513552
1861	27.60512004
1862	27.60511442
1863	27.60509057
1864	27.60506917
1865	27.60505333
1866	27.60504024
1867	27.60502895
1868	27.60501256
1869	27.60499698
1870	27.60498452
1871	27.60497244
1872	27.60493423
1873	27.60492958
1874	27.60492247
1875	27.60490855
1876	27.60488338
1877	27.60486962
1878	27.60484958
1879	27.60482635
1880	27.60481624
1881	27.60479733
1882	27.60478687
1883	27.60477101
1884	27.60475381
1885	27.60474021
1886	27.60472349
1887	27.60471258
1888	27.60469844
1889	27.60468113
1890	27.60466191
1891	27.60465384
1892	27.60461961
1893	27.60460557
1894	27.6045928
1895	27.60456112
1896	27.60454187
1897	27.60453157
1898	27.60451331
1899	27.60449582
1900	27.60448248
1901	27.60446551
1902	27.6044421
1903	27.60443305
1904	27.60442467
1905	27.60440124
1906	27.60438579
1907	27.60436214
1908	27.60435068
1909	27.60433838
1910	27.60433332
1911	27.60432352
1912	27.6042984
1913	27.60428919
1914	27.60427389
1915	27.60425103
1916	27.60424298
1917	27.60423723
1918	27.60421659
1919	27.60420252
1920	27.60418749
1921	27.604173
1922	27.60416603
1923	27.6041555
1924	27.60411552
1925	27.60409445
1926	27.60407271
1927	27.60406029
1928	27.60403388
1929	27.6040251
1930	27.60401362
1931	27.60400926
1932	27.60399248
1933	27.60398432
1934	27.60395131
1935	27.60393957
1936	27.60392039
1937	27.60390377
1938	27.60388995
1939	27.60388158
1940	27.60386705
1941	27.6038366
1942	27.6038004
1943	27.60377672
1944	27.60376391
1945	27.60374828
1946	27.60373128
1947	27.60372173
1948	27.60370063
1949	27.60369515
1950	27.60367315
1951	27.60366411
1952	27.60366174
1953	27.60364519
1954	27.60363219
1955	27.60362709
1956	27.60360942
1957	27.60358566
1958	27.60356969
1959	27.60356177
1960	27.60355063
1961	27.60353834
1962	27.60352086
1963	27.6035069
1964	27.60349697
1965	27.60348823
1966	27.60347354
1967	27.60346501
1968	27.60344841
1969	27.60343748
1970	27.60342303
1971	27.60340436
1972	27.60339099
1973	27.60338354
1974	27.60337858
1975	27.6033658
1976	27.60334779
1977	27.60333406
1978	27.60332396
1979	27.6033125
1980	27.6033046
1981	27.60329798
1982	27.60328205
1983	27.60327045
1984	27.60325464
1985	27.60324098
1986	27.60320672
1987	27.60319921
1988	27.60317555
1989	27.60316638
1990	27.6031552
1991	27.60314416
1992	27.60312415
1993	27.6031191
1994	27.60309654
1995	27.60308644
1996	27.60307219
1997	27.60306166
1998	27.60304392
1999	27.6030346
