iter	RMSE
483	27.74672023
484	27.74632377
485	27.74562931
486	27.7450597
487	27.74449672
488	27.74433786
489	27.74400812
490	27.74319695
491	27.74298648
492	27.74280573
493	27.74246098
494	27.7417562
495	27.74133222
496	27.74039219
497	27.74020624
498	27.73991309
499	27.73974602
500	27.73889647
501	27.73840152
502	27.73799543
503	27.73768182
504	27.73747029
505	27.73714151
506	27.73657589
507	27.73634887
508	27.73610795
509	27.73587016
510	27.73545877
511	27.73496729
512	27.73449443
513	27.73409518
514	27.73359185
515	27.73320711
516	27.73278303
517	27.73228735
518	27.73179755
519	27.73123222
520	27.73089598
521	27.73042504
522	27.73020367
523	27.72983352
524	27.72957956
525	27.72916613
526	27.728778
527	27.72815919
528	27.7279303
529	27.72760237
530	27.72718983
531	27.72663649
532	27.72636285
533	27.72563099
534	27.72522693
535	27.72490351
536	27.72456645
537	27.72397305
538	27.7233815
539	27.72296739
540	27.72265795
541	27.72237415
542	27.72213517
543	27.72156213
544	27.72115582
545	27.72058723
546	27.72010928
547	27.71985051
548	27.71945025
549	27.71906569
550	27.71887195
551	27.71869104
552	27.71854208
553	27.71828752
554	27.71787301
555	27.71752174
556	27.71698764
557	27.71671646
558	27.71643059
559	27.71623249
560	27.7160283
561	27.71564296
562	27.71529618
563	27.71461563
564	27.71422936
565	27.71382605
566	27.71361674
567	27.71325583
568	27.7128556
569	27.71265152
570	27.7122787
571	27.71195643
572	27.71181669
573	27.71155324
574	27.71130593
575	27.71097011
576	27.71056943
577	27.71020146
578	27.70988769
579	27.70961076
580	27.70914531
581	27.70874505
582	27.70845784
583	27.70822735
584	27.70788537
585	27.70761748
586	27.70729423
587	27.70706795
588	27.7067185
589	27.70651015
590	27.70616318
591	27.70594557
592	27.70578905
593	27.7054029
594	27.70503983
595	27.70471864
596	27.70441811
597	27.70415374
598	27.7039953
599	27.7037836
600	27.70344907
601	27.70312861
602	27.70304149
603	27.70252431
604	27.70225422
605	27.702111
606	27.70164261
607	27.70123016
608	27.7009772
609	27.70071348
610	27.7003553
611	27.70016638
612	27.6999604
613	27.69954494
614	27.6991911
615	27.69889768
616	27.69858584
617	27.69842708
618	27.69803268
619	27.69778693
620	27.69754341
621	27.69724536
622	27.69713407
623	27.69691227
624	27.69661732
625	27.69632111
626	27.69610581
627	27.69588174
628	27.69553437
629	27.69532642
630	27.69514072
631	27.69497736
632	27.6947939
633	27.69464889
634	27.69444624
635	27.69415037
636	27.69392307
637	27.69373075
638	27.69333516
639	27.69311715
640	27.69286017
641	27.69256772
642	27.69244162
643	27.69196156
644	27.69155034
645	27.69121576
646	27.69098385
647	27.69084391
648	27.69070423
649	27.69034641
650	27.68996568
651	27.68957779
652	27.68925757
653	27.68912735
654	27.68900468
655	27.68872404
656	27.68856263
657	27.68835403
658	27.68809455
659	27.68789483
660	27.68747507
661	27.68714288
662	27.6867568
663	27.68655792
664	27.68638366
665	27.68618985
666	27.68610387
667	27.68599715
668	27.68565945
669	27.68541713
670	27.6850733
671	27.68490842
672	27.68474876
673	27.68458478
674	27.68434235
675	27.68414461
676	27.68391503
677	27.68367625
678	27.68335889
679	27.68323738
680	27.68311751
681	27.68301264
682	27.68288114
683	27.68257529
684	27.6823108
685	27.68204342
686	27.68189342
687	27.68174344
688	27.68159947
689	27.6814098
690	27.68108673
691	27.68089028
692	27.68071696
693	27.68053739
694	27.68024586
695	27.68010835
696	27.68000345
697	27.67985699
698	27.67975519
699	27.67956055
700	27.67940737
701	27.67918824
702	27.67889082
703	27.67862271
704	27.6783215
705	27.67820483
706	27.67798739
707	27.67789525
708	27.67782205
709	27.67756824
710	27.67728085
711	27.67694352
712	27.6767979
713	27.67669608
714	27.67645437
715	27.67621622
716	27.67599789
717	27.67579068
718	27.67568371
719	27.67552431
720	27.67527701
721	27.67505365
722	27.6748196
723	27.67469055
724	27.67457512
725	27.67443283
726	27.674116
727	27.67384983
728	27.67368513
729	27.67346438
730	27.67325424
731	27.67309621
732	27.67297192
733	27.67279099
734	27.67250983
735	27.67242989
736	27.67228793
737	27.67197717
738	27.67185683
739	27.67173818
740	27.67157756
741	27.67135016
742	27.67112876
743	27.67097002
744	27.67080575
745	27.67064313
746	27.6704621
747	27.67026219
748	27.67015136
749	27.66990453
750	27.66970167
751	27.66960837
752	27.66947739
753	27.66927674
754	27.66908076
755	27.66895413
756	27.66880273
757	27.66868472
758	27.66857538
759	27.66837101
760	27.66824832
761	27.6681092
762	27.6679194
763	27.66776229
764	27.66770634
765	27.66749393
766	27.66727178
767	27.66706324
768	27.66681667
769	27.66671463
770	27.66649142
771	27.66633556
772	27.66622639
773	27.6660024
774	27.66582679
775	27.66570793
776	27.66554403
777	27.66538981
778	27.66523336
779	27.66513334
780	27.66505273
781	27.66496734
782	27.66487601
783	27.66473357
784	27.66469158
785	27.66445616
786	27.66433547
787	27.66418573
788	27.66400844
789	27.66386155
790	27.66364452
791	27.66332797
792	27.66324427
793	27.66313568
794	27.66301285
795	27.66287929
796	27.66282059
797	27.66267423
798	27.66253215
799	27.6622478
800	27.66211516
801	27.66195649
802	27.6618478
803	27.66169451
804	27.66162815
805	27.66135901
806	27.66120831
807	27.66101447
808	27.66090766
809	27.66069242
810	27.66059939
811	27.6602452
812	27.66005553
813	27.65980779
814	27.65961347
815	27.65943026
816	27.65930374
817	27.65909939
818	27.65902901
819	27.65887301
820	27.65867371
821	27.65852117
822	27.65839607
823	27.65820504
824	27.65804687
825	27.65788295
826	27.65769595
827	27.65763327
828	27.65744981
829	27.6574043
830	27.65718898
831	27.65706706
832	27.65695525
833	27.65675156
834	27.65659244
835	27.65642397
836	27.65629266
837	27.65614697
838	27.65599106
839	27.65588269
840	27.65581493
841	27.65565914
842	27.65557275
843	27.65553942
844	27.65549493
845	27.65534607
846	27.65514455
847	27.65499388
848	27.65491281
849	27.65476237
850	27.65459168
851	27.65449844
852	27.65439829
853	27.65426084
854	27.65418272
855	27.65405708
856	27.65391836
857	27.65365736
858	27.65353254
859	27.65341679
860	27.6532806
861	27.65321489
862	27.65310474
863	27.65298553
864	27.65289327
865	27.65279227
866	27.6526703
867	27.65256331
868	27.65239208
869	27.65220383
870	27.65205798
871	27.65191792
872	27.65180868
873	27.65176009
874	27.65166093
875	27.65149907
876	27.651281
877	27.65117302
878	27.65100747
879	27.65096081
880	27.6508015
881	27.6507078
882	27.65065418
883	27.65049158
884	27.65041874
885	27.65027514
886	27.65013745
887	27.65006766
888	27.6499436
889	27.64984626
890	27.64980061
891	27.64958089
892	27.64950105
893	27.64941712
894	27.64929592
895	27.6492658
896	27.64918171
897	27.64912398
898	27.64899485
899	27.64889117
900	27.6487562
901	27.64868552
902	27.64861486
903	27.64835739
904	27.64816118
905	27.64810239
906	27.64802285
907	27.64784868
908	27.64770744
909	27.64754915
910	27.6474358
911	27.64727015
912	27.64723377
913	27.64717582
914	27.64706715
915	27.64690875
916	27.64679226
917	27.64654681
918	27.64641429
919	27.64632577
920	27.64623284
921	27.64617712
922	27.64608286
923	27.64600213
924	27.64587218
925	27.64577974
926	27.64566985
927	27.64561505
928	27.64552625
929	27.64544851
930	27.64533426
931	27.6452498
932	27.64514542
933	27.64505463
934	27.64498082
935	27.64486802
936	27.64482006
937	27.64474647
938	27.64453827
939	27.6444873
940	27.64442207
941	27.64430369
942	27.64415618
943	27.64409346
944	27.64399225
945	27.6439085
946	27.6438408
947	27.64378186
948	27.64371963
949	27.64366448
950	27.64359397
951	27.64351767
952	27.64342563
953	27.64331652
954	27.64319774
955	27.64310384
956	27.64298339
957	27.64290795
958	27.64276538
959	27.6426266
960	27.64249406
961	27.64236374
962	27.64232559
963	27.64222863
964	27.64214262
965	27.64204748
966	27.64194313
967	27.64181203
968	27.64171875
969	27.64164755
970	27.64156741
971	27.64150175
972	27.64147268
973	27.64129653
974	27.64118265
975	27.64112453
976	27.64107521
977	27.64097767
978	27.64091812
979	27.64083834
980	27.64078468
981	27.64069826
982	27.6406047
983	27.64054175
984	27.64045502
985	27.64035513
986	27.64028074
987	27.64012967
988	27.64003821
989	27.63997915
990	27.63989834
991	27.63981805
992	27.63967232
993	27.63959053
994	27.63952157
995	27.63936641
996	27.63929229
997	27.63917128
998	27.63904594
999	27.63894193
1000	27.6388418
1001	27.63870987
1002	27.63866705
1003	27.63855925
1004	27.6384558
1005	27.63837271
1006	27.63819711
1007	27.63812392
1008	27.63803765
1009	27.63794425
1010	27.63783049
1011	27.63775421
1012	27.63768687
1013	27.63761099
1014	27.63756369
1015	27.63748294
1016	27.63745531
1017	27.63736505
1018	27.6372904
1019	27.63720697
1020	27.63712662
1021	27.63702614
1022	27.63688876
1023	27.636845
1024	27.63677175
1025	27.636693
1026	27.63663295
1027	27.63653809
1028	27.63644526
1029	27.63637121
1030	27.63634098
1031	27.63627728
1032	27.63621038
1033	27.63617208
1034	27.63611066
1035	27.63604253
1036	27.63596719
1037	27.63591544
1038	27.63585938
1039	27.63573846
1040	27.63568024
1041	27.63553351
1042	27.63549616
1043	27.63537859
1044	27.6353326
1045	27.63526094
1046	27.63514736
1047	27.6351161
1048	27.63503036
1049	27.63497899
1050	27.63490695
1051	27.63486062
1052	27.63479922
1053	27.63474877
1054	27.63471901
1055	27.63466744
1056	27.63460543
1057	27.63452365
1058	27.63433876
1059	27.63425468
1060	27.63419315
1061	27.63415465
1062	27.63407242
1063	27.63398027
1064	27.63393631
1065	27.63378803
1066	27.63370847
1067	27.63362793
1068	27.6335224
1069	27.6334322
1070	27.63332428
1071	27.63328913
1072	27.63323367
1073	27.63317368
1074	27.63311951
1075	27.63308956
1076	27.6329677
1077	27.632938
1078	27.63278624
1079	27.63269135
1080	27.63264752
1081	27.6325848
1082	27.63248704
1083	27.63237208
1084	27.63228709
1085	27.6322334
1086	27.63213654
1087	27.63209671
1088	27.63204472
1089	27.63200463
1090	27.63196101
1091	27.63187081
1092	27.63182089
1093	27.63179078
1094	27.63174244
1095	27.63168457
1096	27.63159377
1097	27.63156547
1098	27.63149502
1099	27.63146099
1100	27.63141896
1101	27.6313236
1102	27.63128928
1103	27.63118469
1104	27.63115826
1105	27.63110376
1106	27.6310716
1107	27.63098238
1108	27.63095114
1109	27.63087397
1110	27.63080008
1111	27.63073014
1112	27.63068827
1113	27.63060786
1114	27.63058149
1115	27.63048759
1116	27.63034832
1117	27.63030638
1118	27.63022596
1119	27.63016232
1120	27.63012041
1121	27.63006069
1122	27.63002187
1123	27.62992313
1124	27.6298697
1125	27.62981065
1126	27.62973077
1127	27.62967937
1128	27.62964992
1129	27.62962007
1130	27.62951928
1131	27.62945561
1132	27.62937176
1133	27.62933356
1134	27.62928796
1135	27.62921173
1136	27.62913258
1137	27.62909571
1138	27.62906334
1139	27.62903219
1140	27.62898487
1141	27.62893679
1142	27.62889864
1143	27.62884487
1144	27.6287728
1145	27.62871594
1146	27.62867542
1147	27.62860264
1148	27.62855146
1149	27.62853246
1150	27.62848709
1151	27.62841204
1152	27.62835784
1153	27.62829646
1154	27.62821059
1155	27.62814326
1156	27.62808173
1157	27.62792434
1158	27.62786385
1159	27.62779837
1160	27.62777423
1161	27.62770846
1162	27.62760895
1163	27.62755585
1164	27.62750827
1165	27.62747313
1166	27.62739919
1167	27.62731692
1168	27.62725405
1169	27.62723212
1170	27.62717633
1171	27.62711364
1172	27.62707725
1173	27.62700206
1174	27.62694148
1175	27.62689924
1176	27.62684423
1177	27.62675438
1178	27.62665948
1179	27.62659833
1180	27.62654261
1181	27.6264001
1182	27.62635323
1183	27.62625703
1184	27.62616772
1185	27.62608596
1186	27.62605564
1187	27.62599294
1188	27.62590666
1189	27.625861
1190	27.62578368
1191	27.62570288
1192	27.62562976
1193	27.62557692
1194	27.62555839
1195	27.6255064
1196	27.6254508
1197	27.6253419
1198	27.62528558
1199	27.62525272
1200	27.62522433
1201	27.62517104
1202	27.6251108
1203	27.62505642
1204	27.62497657
1205	27.62489326
1206	27.62486163
1207	27.62479582
1208	27.6247072
1209	27.62466481
1210	27.62463191
1211	27.6245546
1212	27.62449699
1213	27.6244497
1214	27.62440888
1215	27.62437479
1216	27.6243278
1217	27.62423592
1218	27.62411119
1219	27.62403991
1220	27.62397627
1221	27.62394595
1222	27.62392314
1223	27.62387512
1224	27.62386327
1225	27.6238215
1226	27.62376502
1227	27.62370557
1228	27.62363853
1229	27.62359369
1230	27.62356535
1231	27.62350865
1232	27.6234572
1233	27.62343206
1234	27.62337625
1235	27.6233432
1236	27.62330816
1237	27.6232323
1238	27.62320237
1239	27.62316476
1240	27.6231309
1241	27.62307895
1242	27.62299911
1243	27.62296771
1244	27.62293803
1245	27.62290218
1246	27.62287124
1247	27.62284176
1248	27.62279743
1249	27.62275101
1250	27.62269379
1251	27.62265601
1252	27.62259873
1253	27.6225582
1254	27.62246513
1255	27.62241894
1256	27.62238425
1257	27.6223675
1258	27.62229788
1259	27.62223864
1260	27.62218999
1261	27.62211458
1262	27.6220502
1263	27.62198276
1264	27.62195242
1265	27.62189364
1266	27.62181448
1267	27.62175106
1268	27.62172166
1269	27.62168176
1270	27.62165463
1271	27.62160809
1272	27.62158479
1273	27.62155364
1274	27.6214996
1275	27.62144682
1276	27.62140527
1277	27.62137229
1278	27.62135012
1279	27.62132583
1280	27.62125506
1281	27.62121737
1282	27.62116793
1283	27.62114591
1284	27.62109468
1285	27.62106431
1286	27.62101476
1287	27.62097754
1288	27.62094919
1289	27.62092154
1290	27.62087714
1291	27.62080785
1292	27.62077787
1293	27.62076069
1294	27.62072924
1295	27.62070322
1296	27.62066178
1297	27.62062954
1298	27.62060371
1299	27.62053919
1300	27.62048599
1301	27.62044246
1302	27.62037371
1303	27.62024661
1304	27.62021109
1305	27.62018698
1306	27.62011108
1307	27.62009277
1308	27.62004846
1309	27.6199512
1310	27.61989581
1311	27.61987019
1312	27.61981926
1313	27.61975195
1314	27.61968399
1315	27.61962685
1316	27.6196017
1317	27.61957083
1318	27.61954765
1319	27.61950449
1320	27.61945887
1321	27.61944473
1322	27.61938255
1323	27.61934172
1324	27.61928553
1325	27.61922525
1326	27.61913997
1327	27.61911383
1328	27.61908388
1329	27.61905337
1330	27.61901523
1331	27.61894484
1332	27.61889957
1333	27.61886347
1334	27.61878915
1335	27.61873961
1336	27.61870831
1337	27.61869227
1338	27.61863834
1339	27.61859929
1340	27.61855392
1341	27.61853139
1342	27.618507
1343	27.61847349
1344	27.61841609
1345	27.61836977
1346	27.6183505
1347	27.61832878
1348	27.61828382
1349	27.61825222
1350	27.61823124
1351	27.6182168
1352	27.61817684
1353	27.61814556
1354	27.61810324
1355	27.61802345
1356	27.61794676
1357	27.61788513
1358	27.61786615
1359	27.61784095
1360	27.61781757
1361	27.61777275
1362	27.61772642
1363	27.61769359
1364	27.61766101
1365	27.61764154
1366	27.61760013
1367	27.61757807
1368	27.61754045
1369	27.61752995
1370	27.61750511
1371	27.6174481
1372	27.6174048
1373	27.61735963
1374	27.61730231
1375	27.61727426
1376	27.61724098
1377	27.61719129
1378	27.61716275
1379	27.61713028
1380	27.61709105
1381	27.61704385
1382	27.61702611
1383	27.61699555
1384	27.61693034
1385	27.61689651
1386	27.61686734
1387	27.61683234
1388	27.61680558
1389	27.61676647
1390	27.61672404
1391	27.61667802
1392	27.61665879
1393	27.61662263
1394	27.61655852
1395	27.61650472
1396	27.61647009
1397	27.61643366
1398	27.61639033
1399	27.61636004
1400	27.61631342
1401	27.61628191
1402	27.61624267
1403	27.61621807
1404	27.61619352
1405	27.61616001
1406	27.61612102
1407	27.61609608
1408	27.61607275
1409	27.61605596
1410	27.61603483
1411	27.61598686
1412	27.61595617
1413	27.61591967
1414	27.61589257
1415	27.61581451
1416	27.615785
1417	27.61573174
1418	27.61571799
1419	27.61568325
1420	27.61566363
1421	27.61564097
1422	27.6156155
1423	27.6155977
1424	27.61556906
1425	27.61553411
1426	27.61549782
1427	27.61548186
1428	27.61544911
1429	27.61541987
1430	27.61536826
1431	27.61532362
1432	27.61529571
1433	27.61524009
1434	27.61519022
1435	27.6151405
1436	27.61511919
1437	27.61509398
1438	27.61506616
1439	27.61504518
1440	27.61501259
1441	27.61499169
1442	27.61496434
1443	27.61492893
1444	27.6148766
1445	27.61484359
1446	27.61480893
1447	27.614785
1448	27.61476135
1449	27.61472986
1450	27.61468371
1451	27.61464017
1452	27.61461079
1453	27.61458191
1454	27.614546
1455	27.61452857
1456	27.61449014
1457	27.61444254
1458	27.61439481
1459	27.61433691
1460	27.61430282
1461	27.61426993
1462	27.61424923
1463	27.61423104
1464	27.61421363
1465	27.61418278
1466	27.61415843
1467	27.61413226
1468	27.61407419
1469	27.6140249
1470	27.61398432
1471	27.61395126
1472	27.61392435
1473	27.61389456
1474	27.61387081
1475	27.61385813
1476	27.6138246
1477	27.61375679
1478	27.61373902
1479	27.61371804
1480	27.61368946
1481	27.61365409
1482	27.61360381
1483	27.61357437
1484	27.61353642
1485	27.61348476
1486	27.6134551
1487	27.61343778
1488	27.61342129
1489	27.6133981
1490	27.61337017
1491	27.61334354
1492	27.61330154
1493	27.61329089
1494	27.6132351
1495	27.61320551
1496	27.61319228
1497	27.61316042
1498	27.6131297
1499	27.6131123
1500	27.61307209
1501	27.61304423
1502	27.61303098
1503	27.61300014
1504	27.61296864
1505	27.61293154
1506	27.61288485
1507	27.61285031
1508	27.61280316
1509	27.61279041
1510	27.61275868
1511	27.61272299
1512	27.61267724
1513	27.61266207
1514	27.61264222
1515	27.61260278
1516	27.61258898
1517	27.61257721
1518	27.61253384
1519	27.61247604
1520	27.61245624
1521	27.61242619
1522	27.61240775
1523	27.61237374
1524	27.61235728
1525	27.6123292
1526	27.61230085
1527	27.61227537
1528	27.61225351
1529	27.61223572
1530	27.61222584
1531	27.61218977
1532	27.6121441
1533	27.6121186
1534	27.61205834
1535	27.61203386
1536	27.61199819
1537	27.6119697
1538	27.61194861
1539	27.61191368
1540	27.61186517
1541	27.61182276
1542	27.61177681
1543	27.61176963
1544	27.61175665
1545	27.61172094
1546	27.61169424
1547	27.61167746
1548	27.61163803
1549	27.61161088
1550	27.61159369
1551	27.6115567
1552	27.61152883
1553	27.61149605
1554	27.61145772
1555	27.61141645
1556	27.61139027
1557	27.6113765
1558	27.61134675
1559	27.61132994
1560	27.61128917
1561	27.61127018
1562	27.61125361
1563	27.61123179
1564	27.61120898
1565	27.611183
1566	27.61116169
1567	27.61114374
1568	27.61110024
1569	27.61108431
1570	27.611049
1571	27.61102331
1572	27.6109959
1573	27.61095712
1574	27.6109351
1575	27.61090453
1576	27.61089477
1577	27.61087328
1578	27.61085693
1579	27.61082519
1580	27.61078067
1581	27.61076466
1582	27.61075038
1583	27.61073721
1584	27.61071542
1585	27.61067593
1586	27.61064031
1587	27.61061214
1588	27.61059778
1589	27.61057368
1590	27.61054882
1591	27.61053172
1592	27.6105057
1593	27.61047611
1594	27.6104563
1595	27.61044307
1596	27.61042348
1597	27.61041126
1598	27.61038563
1599	27.61032
1600	27.61030153
1601	27.6102856
1602	27.61027282
1603	27.61024249
1604	27.61022152
1605	27.61020913
1606	27.61019536
1607	27.61016849
1608	27.61013855
1609	27.61010615
1610	27.61009048
1611	27.61007439
1612	27.61005897
1613	27.61004963
1614	27.61003059
1615	27.60999662
1616	27.60998002
1617	27.60996203
1618	27.60993187
1619	27.60990759
1620	27.60987919
1621	27.60986089
1622	27.60985258
1623	27.6098434
1624	27.60982815
1625	27.60982199
1626	27.60977826
1627	27.60975538
1628	27.60972386
1629	27.60971265
1630	27.60968464
1631	27.60967135
1632	27.60966003
1633	27.60962892
1634	27.60960557
1635	27.60959038
1636	27.60956277
1637	27.60954708
1638	27.60952368
1639	27.60950989
1640	27.60948846
1641	27.60946903
1642	27.60945338
1643	27.60943457
1644	27.60940997
1645	27.60938759
1646	27.60937748
1647	27.6093307
1648	27.6093059
1649	27.60927253
1650	27.60925545
1651	27.6092384
1652	27.60922508
1653	27.60918876
1654	27.60915963
1655	27.60912728
1656	27.60910813
1657	27.60908928
1658	27.60906591
1659	27.60904693
1660	27.60902115
1661	27.60900683
1662	27.60898472
1663	27.60896258
1664	27.60893361
1665	27.60891153
1666	27.60890138
